aX,aY,aZ,gX,gY,gZ
0.008,0.376,-0.844,12.390,19.226,0.122
0.004,0.460,-0.893,12.878,20.142,4.150
0.007,0.530,-0.925,14.587,19.836,4.944
0.002,0.534,-0.927,14.221,18.066,2.441
-0.012,0.503,-0.924,12.451,17.029,-0.366
-0.041,0.533,-0.945,12.695,18.127,0.427
-0.063,0.581,-0.984,14.282,19.836,1.038
-0.082,0.597,-1.028,14.893,20.264,-0.305
-0.099,0.561,-1.066,14.709,19.165,-2.808
-0.108,0.523,-1.079,14.038,16.418,-4.089
-0.112,0.553,-1.059,12.451,12.329,-2.441
-0.119,0.599,-1.043,11.292,9.766,-1.038
-0.116,0.599,-1.055,10.925,8.911,-1.953
-0.098,0.572,-1.057,9.521,6.836,-2.991
-0.087,0.546,-1.025,7.446,2.258,-2.869
-0.073,0.575,-0.961,5.066,-2.014,-1.099
-0.060,0.613,-0.919,3.845,-3.418,0.244
-0.049,0.594,-0.912,3.357,-2.563,-1.343
-0.036,0.547,-0.924,2.747,-1.465,-3.418
-0.025,0.494,-0.917,1.465,-1.648,-4.395
-0.018,0.493,-0.887,-0.183,-2.502,-3.052
-0.022,0.501,-0.844,-1.587,-2.930,-1.709
-0.023,0.503,-0.839,-1.343,-0.916,-1.587
-0.017,0.510,-0.872,0.793,2.563,-1.587
-0.010,0.504,-0.885,1.831,3.418,-2.075
-0.007,0.489,-0.870,1.465,2.014,-2.563
0.000,0.493,-0.843,1.038,0.427,-2.075
0.000,0.504,-0.813,0.183,-0.427,-1.465
0.000,0.527,-0.816,0.061,0.549,-1.038
0.000,0.536,-0.848,1.526,2.747,-1.587
-0.012,0.518,-0.866,1.770,3.113,-3.052
-0.016,0.485,-0.869,1.282,2.380,-4.028
-0.020,0.455,-0.859,0.610,1.709,-3.784
-0.025,0.482,-0.857,1.038,1.648,-1.587
-0.030,0.536,-0.868,2.258,2.014,0.488
-0.029,0.554,-0.871,3.296,1.770,-0.549
-0.025,0.524,-0.857,2.991,0.549,-2.747
-0.017,0.519,-0.828,2.625,-0.366,-3.296
-0.017,0.543,-0.801,2.686,-0.122,-2.625
-0.024,0.553,-0.801,2.686,2.014,-2.869
-0.029,0.546,-0.829,3.418,4.944,-4.028
-0.033,0.540,-0.867,4.578,6.958,-4.944
-0.032,0.512,-0.895,5.737,6.958,-6.104
-0.031,0.498,-0.883,4.395,4.517,-5.859
-0.035,0.499,-0.856,2.380,1.953,-4.272
-0.042,0.528,-0.859,1.953,2.075,-2.808
-0.031,0.572,-0.880,3.601,3.052,-2.075
-0.020,0.563,-0.869,4.028,1.953,-3.784
-0.019,0.524,-0.827,3.052,0.061,-6.470
-0.021,0.509,-0.821,3.174,1.282,-6.653
-0.026,0.522,-0.859,4.456,4.333,-5.493
-0.025,0.554,-0.901,5.493,5.737,-5.005
-0.020,0.552,-0.907,5.676,4.272,-6.470
-0.010,0.535,-0.869,5.493,1.587,-8.667
0.001,0.546,-0.839,6.165,0.793,-9.033
0.011,0.532,-0.843,7.080,2.441,-10.010
0.021,0.508,-0.867,7.874,4.211,-10.620
0.036,0.469,-0.880,7.385,3.967,-10.559
0.043,0.458,-0.871,5.249,2.380,-8.423
0.040,0.489,-0.850,4.150,1.099,-5.005
0.033,0.532,-0.832,4.639,1.648,-2.991
0.017,0.576,-0.831,5.920,3.967,-3.052
0.003,0.590,-0.872,8.179,7.385,-4.883
0.011,0.555,-0.917,11.658,9.644,-8.118
0.005,0.536,-0.868,11.475,7.019,-9.460
0.001,0.581,-0.807,10.498,5.127,-7.446
0.008,0.572,-0.829,12.024,9.216,-8.301
0.011,0.510,-0.871,12.146,12.695,-10.376
0.016,0.499,-0.861,8.789,11.536,-8.728
0.009,0.538,-0.848,6.226,10.925,-4.944
0.001,0.543,-0.857,4.517,12.024,-3.479

-0.686,-0.385,-1.730,21.545,78.430,36.987
-0.740,-0.509,-1.721,26.855,57.373,61.157
-0.776,-0.256,-1.694,35.889,40.344,95.703
-0.783,-0.002,-1.660,47.363,27.832,112.122
-0.792,0.070,-1.577,55.298,13.489,110.229
-0.789,0.156,-1.489,62.927,0.610,109.497
-0.817,0.279,-1.413,70.496,-8.667,115.295
-0.841,0.321,-1.359,74.890,-15.747,129.333
-0.881,0.347,-1.375,75.867,-19.836,151.489
-0.907,0.433,-1.408,75.134,-25.269,177.429
-0.983,0.949,-1.416,73.303,-34.973,171.814
-0.930,1.038,-1.457,71.411,-50.842,149.597
-0.924,1.069,-1.322,70.068,-71.838,117.310
-0.875,1.068,-1.133,67.322,-90.942,97.839
-0.810,1.160,-1.000,67.627,-95.154,90.271
-0.782,1.236,-1.019,67.871,-86.426,81.604
-0.779,1.297,-1.128,68.420,-80.078,71.045
-0.772,1.368,-1.190,66.528,-83.923,61.157
-0.795,1.365,-1.185,61.157,-94.238,49.622
-0.821,1.315,-1.183,56.030,-104.614,37.476
-0.786,1.343,-1.152,53.772,-115.295,29.297
-0.744,1.422,-1.027,50.598,-129.822,22.034
-0.734,1.480,-0.881,46.326,-143.311,10.803
-0.697,1.401,-0.679,42.358,-154.236,-3.845
-0.647,1.342,-0.421,35.950,-157.288,-15.564
-0.599,1.300,-0.265,33.264,-147.766,-22.339
-0.552,1.240,-0.266,32.410,-129.395,-28.809
-0.496,1.194,-0.381,32.776,-112.061,-33.875
-0.437,1.082,-0.472,30.518,-104.065,-40.466
-0.366,1.002,-0.400,23.743,-107.483,-45.227
-0.323,0.954,-0.279,16.052,-111.511,-47.424
-0.284,0.860,-0.277,12.817,-105.957,-52.734
-0.230,0.778,-0.362,14.282,-96.741,-57.922
-0.162,0.670,-0.390,14.893,-94.116,-63.354
-0.098,0.487,-0.318,12.512,-96.741,-69.519
-0.011,0.304,-0.156,7.812,-98.206,-70.374
0.050,0.213,-0.000,3.967,-91.858,-63.232
0.065,0.268,0.001,2.930,-73.242,-47.668
0.058,0.321,-0.198,7.019,-48.889,-38.452
0.064,0.275,-0.400,10.681,-34.119,-38.330
0.066,0.198,-0.432,9.949,-33.691,-38.696
0.059,0.152,-0.351,7.996,-36.926,-35.889
0.065,0.154,-0.308,8.606,-32.898,-30.457
0.071,0.206,-0.329,11.658,-23.560,-24.963
0.062,0.277,-0.359,14.648,-15.442,-21.423
0.056,0.296,-0.387,17.090,-8.667,-21.423
0.051,0.271,-0.425,19.592,-2.563,-22.522
0.046,0.270,-0.461,22.095,2.869,-21.484
0.033,0.295,-0.505,23.743,7.874,-18.494
0.032,0.314,-0.541,24.841,12.024,-15.869
0.016,0.378,-0.575,24.658,14.954,-12.512
-0.008,0.446,-0.603,23.987,17.212,-9.949
-0.024,0.496,-0.653,24.963,19.714,-8.911
-0.028,0.519,-0.720,25.330,22.034,-9.216
-0.035,0.487,-0.759,24.353,21.729,-9.949
-0.040,0.498,-0.764,21.362,18.860,-7.812
-0.053,0.570,-0.781,19.531,17.883,-3.601
-0.065,0.611,-0.812,19.104,18.250,-2.808
-0.067,0.608,-0.842,19.714,18.372,-4.578
-0.065,0.570,-0.867,19.531,17.700,-6.104
-0.089,0.555,-0.896,18.921,16.968,-5.615
-0.116,0.641,-0.930,19.104,16.052,-1.831
-0.132,0.720,-0.972,19.714,15.076,-0.183
-0.145,0.719,-1.002,20.386,11.414,-3.540
-0.131,0.707,-0.985,20.752,6.470,-7.446
-0.123,0.696,-0.965,21.240,1.404,-9.033
-0.097,0.672,-0.946,23.315,-2.136,-10.498
-0.076,0.662,-0.907,24.780,-5.432,-10.986
-0.056,0.693,-0.842,25.757,-9.216,-9.583
-0.028,0.694,-0.775,26.245,-10.803,-9.155
-0.004,0.697,-0.753,26.367,-9.338,-8.606
0.003,0.727,-0.763,25.757,-6.958,-6.531
-0.004,0.781,-0.778,25.208,-5.798,-5.493
-0.008,0.821,-0.778,25.818,-5.676,-6.836
0.000,0.788,-0.778,26.917,-5.798,-10.742
0.023,0.696,-0.784,26.794,-5.737,-14.709
0.046,0.670,-0.748,24.841,-7.446,-13.306
0.057,0.713,-0.673,22.156,-10.376,-8.789
0.057,0.770,-0.617,20.203,-9.827,-6.104
0.048,0.801,-0.627,19.836,-5.371,-6.653
0.073,0.747,-0.691,19.592,-0.732,-9.338
0.078,0.661,-0.705,14.709,-0.061,-10.193
0.049,0.682,-0.661,5.920,-3.052,-3.906
-0.167,0.564,-0.671,-2.747,-4.456,1.892
0.167,0.580,-0.393,-24.353,-20.508,11.169
0.071,1.123,0.172,-62.683,-42.908,39.917
-0.102,0.786,-0.141,-53.223,7.996,17.212
-0.074,0.610,-1.056,-10.986,79.346,-3.723
-0.062,0.603,-1.541,0.366,92.651,-1.038
-0.119,0.515,-1.495,-14.648,49.377,-1.343
-0.171,0.600,-1.169,-23.010,1.953,3.296
-0.155,0.750,-0.938,-12.512,-10.925,5.127
-0.082,0.738,-0.899,3.784,1.160,-4.211
-0.030,0.632,-0.883,10.803,4.883,-12.268
-0.038,0.570,-0.800,7.019,0.549,-11.292
-0.071,0.581,-0.749,3.601,-1.526,-5.188
-0.086,0.658,-0.765,1.953,-0.122,0.977
-0.079,0.763,-0.806,-0.122,-0.061,6.042
-0.080,0.744,-0.802,-2.563,-2.747,4.150
-0.067,0.717,-0.745,-3.113,-6.348,0.793
-0.051,0.752,-0.685,-2.075,-8.118,0.854
-0.043,0.733,-0.666,-0.305,-5.737,-1.343
-0.039,0.684,-0.693,1.587,-2.136,-3.662
-0.039,0.690,-0.731,2.502,0.061,-3.601
-0.037,0.700,-0.754,3.052,0.000,-3.662
-0.033,0.677,-0.748,2.747,-1.221,-5.188
-0.020,0.639,-0.745,2.502,-2.136,-5.981
0.003,0.602,-0.746,1.404,-3.174,-4.761
0.029,0.604,-0.700,-1.587,-5.249,-1.831
0.032,0.655,-0.639,-3.662,-6.897,1.343
0.038,0.687,-0.637,-2.380,-4.150,1.831
0.048,0.655,-0.678,0.244,0.427,-0.549
0.043,0.620,-0.705,1.343,2.319,-1.709
0.033,0.648,-0.710,1.587,2.380,-0.671
0.033,0.690,-0.695,2.258,1.892,0.549
0.032,0.684,-0.643,0.732,0.916,-0.122
0.020,0.676,-0.610,-1.709,1.770,-0.366
0.012,0.690,-0.626,-2.319,5.493,0.427
-0.001,0.690,-0.680,-2.258,9.399,0.122

-0.476,-0.599,-1.447,-10.620,79.346,29.663
-0.455,-0.420,-1.376,-4.944,67.200,76.904
-0.419,-0.091,-1.324,4.944,59.204,99.304
-0.398,-0.058,-1.260,11.536,54.443,96.008
-0.407,-0.202,-1.249,18.311,53.406,86.670
-0.424,-0.212,-1.313,25.757,55.237,90.210
-0.442,-0.073,-1.357,29.053,51.636,102.905
-0.546,0.081,-1.342,26.733,41.016,112.793
-0.651,0.198,-1.434,28.748,35.889,118.469
-0.657,0.210,-1.607,38.086,35.400,123.779
-0.637,0.204,-1.679,41.565,18.005,127.625
-0.678,0.234,-1.548,34.973,-14.771,129.822
-0.735,0.327,-1.334,30.212,-41.626,143.188
-0.762,0.399,-1.194,33.569,-47.791,178.711
-0.713,0.762,-1.150,40.161,-40.833,216.064
-0.754,1.076,-1.267,48.767,-32.776,177.246
-0.749,0.952,-1.403,48.096,-32.959,132.385
-0.802,0.844,-1.483,49.255,-39.856,92.651
-0.831,0.820,-1.508,52.795,-52.063,77.759
-0.836,0.882,-1.533,55.176,-63.782,73.669
-0.815,0.826,-1.494,54.016,-77.271,68.176
-0.802,0.773,-1.373,48.401,-93.140,63.965
-0.819,0.928,-1.265,44.312,-104.919,68.665
-0.832,1.170,-1.187,43.823,-111.877,72.021
-0.813,1.340,-1.111,47.791,-114.990,60.303
-0.784,1.283,-1.095,49.316,-115.295,36.682
-0.755,1.148,-1.121,50.171,-116.638,16.113
-0.700,1.120,-1.116,50.720,-123.474,4.578
-0.647,1.136,-1.093,50.598,-134.216,-2.930
-0.585,1.039,-1.015,46.814,-147.888,-14.160
-0.505,0.859,-0.788,36.438,-168.213,-23.743
-0.421,0.849,-0.447,25.757,-179.932,-21.790
-0.319,0.909,-0.205,21.362,-173.096,-16.724
-0.176,0.867,-0.056,18.738,-155.823,-18.799
-0.090,0.750,-0.059,17.151,-132.446,-23.743
-0.079,0.637,-0.239,18.005,-106.567,-27.893
-0.044,0.611,-0.447,21.973,-87.952,-27.649
0.027,0.554,-0.458,21.057,-86.426,-28.809
0.070,0.425,-0.311,15.259,-90.820,-32.532
0.084,0.339,-0.210,11.414,-86.609,-32.471
0.103,0.350,-0.246,14.465,-71.411,-27.893
0.133,0.358,-0.305,18.982,-57.373,-25.330
0.152,0.328,-0.280,19.470,-50.293,-26.611
0.160,0.285,-0.229,18.982,-43.457,-27.710
0.156,0.274,-0.215,20.203,-31.921,-26.672
0.159,0.301,-0.280,22.217,-18.188,-23.743
0.151,0.291,-0.381,22.156,-6.836,-22.278
0.128,0.280,-0.453,19.348,-1.221,-21.301
0.105,0.291,-0.510,17.090,1.892,-18.738
0.099,0.278,-0.565,15.442,4.639,-16.968
0.093,0.233,-0.599,13.794,6.348,-16.052
0.083,0.214,-0.619,13.611,8.789,-13.916
0.071,0.274,-0.659,14.954,12.756,-9.583
0.050,0.324,-0.735,17.517,17.944,-7.202
0.042,0.344,-0.800,19.165,20.691,-7.507
0.034,0.366,-0.821,19.348,20.569,-7.507
0.018,0.381,-0.811,18.799,19.409,-7.080
0.003,0.394,-0.831,19.104,21.057,-6.287
-0.010,0.371,-0.918,19.714,24.475,-5.432
-0.030,0.362,-1.008,18.005,25.330,-3.174
-0.039,0.436,-1.045,14.709,20.935,1.953
-0.044,0.513,-1.007,12.451,14.038,5.249
-0.047,0.560,-0.938,11.230,9.399,4.578
-0.057,0.577,-0.934,11.719,10.254,2.625
-0.065,0.570,-0.993,12.512,13.672,0.793
-0.066,0.583,-1.035,12.512,14.038,0.000
-0.075,0.594,-1.025,11.719,10.864,-0.977
-0.078,0.594,-0.987,10.803,7.507,-1.831
-0.078,0.593,-0.964,9.216,6.104,-1.892
-0.078,0.621,-0.966,7.019,6.042,-0.854
-0.082,0.654,-0.954,4.272,4.700,0.427
-0.082,0.686,-0.924,1.404,2.502,0.671
-0.070,0.682,-0.891,-1.343,1.587,-0.488
-0.058,0.636,-0.886,-3.479,2.686,-2.319
-0.050,0.615,-0.914,-4.761,4.700,-2.808
-0.037,0.617,-0.926,-5.371,4.456,-2.625
-0.020,0.600,-0.892,-7.202,2.502,-3.662
-0.009,0.559,-0.850,-7.935,1.648,-5.493
0.000,0.549,-0.839,-7.385,3.357,-5.981
-0.004,0.552,-0.847,-6.897,4.883,-5.737
-0.008,0.537,-0.862,-7.080,5.554,-6.409
-0.009,0.500,-0.880,-8.118,5.676,-6.653
-0.005,0.479,-0.871,-9.583,3.784,-5.676
0.001,0.477,-0.830,-10.925,1.526,-3.723
0.003,0.482,-0.804,-11.658,1.831,-2.563
0.004,0.486,-0.819,-10.742,4.395,-2.136
0.001,0.477,-0.851,-9.155,6.958,-2.808
-0.002,0.440,-0.864,-8.423,7.385,-3.967
-0.006,0.444,-0.850,-7.568,6.958,-3.906
-0.013,0.441,-0.857,-5.066,7.935,-4.028
-0.025,0.419,-0.901,-2.075,9.766,-5.432
-0.033,0.439,-0.916,0.610,9.216,-5.188
-0.038,0.440,-0.898,2.380,6.836,-5.493
-0.043,0.421,-0.880,2.502,5.249,-5.981
-0.048,0.428,-0.895,2.563,4.761,-4.395
-0.048,0.445,-0.916,2.563,4.028,-2.502
-0.043,0.481,-0.886,0.366,0.977,-0.671
-0.036,0.490,-0.832,-1.099,-1.404,0.122
-0.035,0.471,-0.807,-1.526,-0.793,-0.549
-0.030,0.513,-0.826,-0.244,1.770,0.732
-0.026,0.544,-0.857,0.977,3.906,0.488
-0.022,0.521,-0.868,1.587,3.479,-1.587
-0.018,0.518,-0.838,1.709,1.465,-2.625
-0.013,0.553,-0.791,2.136,1.038,-2.502
-0.009,0.521,-0.792,3.418,3.723,-4.578
-0.009,0.480,-0.834,3.113,6.897,-5.737
-0.022,0.468,-0.876,1.099,7.202,-4.150
-0.030,0.490,-0.887,-1.770,4.944,-1.709
-0.029,0.519,-0.863,-3.845,2.014,-0.183
-0.015,0.509,-0.824,-4.883,0.183,-0.732
-0.006,0.502,-0.796,-5.188,0.671,-1.282
-0.001,0.517,-0.807,-5.066,2.991,-0.549
0.001,0.470,-0.848,-5.310,5.493,-1.343
0.000,0.415,-0.880,-5.432,7.019,-1.709
-0.006,0.426,-0.903,-4.456,7.507,0.366
-0.027,0.428,-0.932,-3.296,8.362,1.465
-0.043,0.439,-0.972,-1.709,9.094,2.197
-0.063,0.454,-0.999,-0.549,8.179,2.563
-0.083,0.475,-1.005,-0.122,5.554,3.052

0.457,1.923,0.444,93.628,54.382,56.946
0.384,1.960,0.367,83.008,71.411,35.461
0.317,1.928,0.220,74.097,88.135,16.296
0.249,1.850,0.078,63.904,99.487,1.709
0.158,1.827,0.008,49.744,103.088,-6.836
0.040,1.840,-0.047,36.377,105.591,-13.611
-0.055,1.904,-0.213,26.062,112.305,-21.606
-0.161,1.883,-0.403,13.672,117.188,-33.325
-0.218,1.660,-0.526,-1.221,113.953,-49.561
-0.237,1.357,-0.574,-17.273,106.201,-60.974
-0.235,1.215,-0.553,-32.959,97.412,-58.472
-0.227,1.118,-0.526,-47.241,92.224,-50.659
-0.274,1.009,-0.559,-62.195,93.750,-46.875
-0.310,0.899,-0.674,-72.510,100.525,-43.518
-0.321,0.726,-0.819,-78.552,107.056,-43.030
-0.328,0.585,-0.929,-80.566,109.314,-41.443
-0.309,0.549,-0.960,-78.979,106.628,-35.461
-0.264,0.527,-0.884,-78.247,100.525,-30.273
-0.240,0.499,-0.755,-79.834,95.886,-27.832
-0.244,0.433,-0.720,-80.872,99.792,-26.917
-0.242,0.337,-0.792,-81.299,107.910,-26.733
-0.273,0.183,-0.887,-82.825,114.258,-26.489
-0.294,0.024,-1.005,-84.595,118.774,-24.353
-0.340,-0.114,-1.167,-82.520,122.864,-18.860
-0.391,-0.177,-1.239,-78.552,123.718,-11.963
-0.401,-0.141,-1.276,-69.946,118.591,0.122
-0.388,-0.097,-1.311,-59.082,112.915,10.071
-0.364,-0.105,-1.319,-51.331,106.750,14.954
-0.320,-0.108,-1.231,-46.570,95.520,21.301
-0.288,-0.078,-1.096,-45.044,84.778,30.029
-0.277,-0.224,-1.073,-43.518,82.703,34.302
-0.337,-0.280,-1.155,-44.067,89.233,36.926
-0.396,-0.218,-1.291,-42.908,93.811,48.950
-0.421,-0.148,-1.392,-39.856,88.379,71.960
-0.486,-0.062,-1.430,-33.752,76.904,83.008
-0.518,-0.005,-1.523,-23.010,70.190,85.999
-0.513,-0.072,-1.639,-9.521,67.200,83.557
-0.446,-0.174,-1.667,1.160,54.199,82.886
-0.454,-0.090,-1.568,3.601,31.677,93.689
-0.487,0.063,-1.440,3.845,13.916,107.117
-0.505,0.158,-1.355,10.437,6.348,111.023
-0.533,0.259,-1.330,20.935,5.554,111.633
-0.580,0.316,-1.328,28.687,3.723,117.126
-0.642,0.582,-1.368,35.156,4.028,118.835
-0.678,0.709,-1.485,44.434,1.648,105.469
-0.697,0.703,-1.579,51.941,-10.681,88.745
-0.694,0.644,-1.542,52.429,-31.494,79.834
-0.686,0.658,-1.442,48.706,-54.443,78.857
-0.750,0.845,-1.347,44.312,-72.510,84.229
-0.786,1.044,-1.257,41.809,-88.013,85.144
-0.805,1.128,-1.199,40.710,-98.267,76.355
-0.789,1.198,-1.165,39.368,-105.042,65.063
-0.777,1.232,-1.067,37.231,-114.441,53.345
-0.745,1.261,-0.956,36.865,-124.084,41.992
-0.725,1.257,-0.937,38.147,-123.901,29.480
-0.721,1.238,-1.043,41.504,-121.033,16.907
-0.685,1.302,-1.058,42.480,-129.761,8.057
-0.647,1.278,-0.848,36.682,-149.048,-1.953
-0.543,1.073,-0.496,27.954,-166.809,-14.526
-0.460,0.887,-0.228,21.912,-164.185,-19.348
-0.383,0.907,-0.144,20.508,-144.836,-12.268
-0.300,1.055,-0.250,22.156,-121.094,-4.883
-0.247,1.014,-0.377,19.958,-106.018,-10.742
-0.195,0.822,-0.399,13.489,-102.844,-21.484
-0.127,0.670,-0.324,7.996,-103.821,-25.208
-0.073,0.650,-0.235,5.066,-102.417,-22.278
-0.013,0.621,-0.194,4.822,-95.581,-20.996
0.045,0.492,-0.100,4.944,-87.891,-23.682
0.157,0.439,0.078,2.502,-81.909,-21.973
0.184,0.448,0.130,2.502,-63.965,-16.724
0.205,0.424,0.058,3.296,-41.382,-15.930
0.211,0.377,-0.071,4.333,-21.484,-16.846
0.192,0.343,-0.172,5.005,-8.362,-17.273
0.156,0.344,-0.244,5.188,-0.427,-16.235
0.125,0.370,-0.326,6.348,6.836,-14.771
0.105,0.429,-0.405,8.545,12.634,-13.428
0.087,0.502,-0.437,10.193,15.137,-13.367
0.071,0.520,-0.454,11.963,17.334,-16.174
0.067,0.506,-0.486,14.832,21.973,-19.958
0.048,0.599,-0.529,17.578,26.917,-19.836
0.027,0.665,-0.624,19.043,31.921,-20.508
0.010,0.608,-0.743,16.846,35.156,-24.780
0.001,0.571,-0.810,10.559,32.166,-24.048
-0.010,0.631,-0.810,2.930,25.513,-18.188
-0.032,0.667,-0.797,-3.418,21.179,-14.404
-0.069,0.664,-0.845,-6.287,22.461,-14.709
-0.087,0.683,-0.952,-5.188,26.062,-15.015
-0.101,0.644,-1.039,-4.211,26.245,-17.273
-0.099,0.603,-1.042,-6.042,20.996,-18.738
-0.097,0.585,-1.015,-7.080,15.747,-17.212
-0.111,0.568,-1.023,-6.897,14.404,-15.564
-0.119,0.613,-1.048,-6.592,14.160,-12.329
-0.109,0.644,-1.033,-7.202,11.292,-10.803
-0.106,0.609,-0.966,-8.911,7.324,-12.268
-0.106,0.590,-0.924,-9.705,6.714,-11.902
-0.105,0.619,-0.945,-9.277,9.094,-9.888
-0.100,0.621,-0.961,-9.583,9.521,-10.193
-0.092,0.547,-0.935,-10.925,7.446,-13.000
-0.090,0.448,-0.917,-11.780,6.897,-14.099
-0.098,0.402,-0.949,-12.329,7.874,-10.620
-0.106,0.439,-1.010,-12.329,8.240,-4.944
-0.108,0.474,-1.034,-12.024,5.005,-2.197
-0.099,0.443,-1.009,-11.475,-0.244,-3.174
-0.081,0.411,-0.962,-10.376,-4.089,-3.906
-0.060,0.432,-0.896,-8.301,-6.531,-2.625
-0.041,0.453,-0.836,-6.348,-6.897,-2.014
-0.022,0.450,-0.818,-3.845,-4.944,-2.441
-0.013,0.428,-0.800,-2.380,-2.441,-2.930
-0.033,0.442,-0.807,-1.892,0.122,-2.075
-0.024,0.454,-0.797,0.061,1.831,-1.221
-0.044,0.446,-0.795,0.854,3.357,-0.366
-0.055,0.488,-0.824,2.869,5.310,1.343
-0.066,0.547,-0.848,5.066,6.042,2.380
-0.060,0.585,-0.832,6.409,3.906,1.099
-0.046,0.598,-0.782,6.958,1.282,-1.038
-0.047,0.614,-0.738,6.836,0.183,-1.953
-0.057,0.648,-0.740,7.019,2.136,-2.258
-0.043,0.672,-0.754,6.531,3.113,-2.991
0.003,0.676,-0.761,5.432,2.625,-4.517

-0.721,1.025,-1.103,32.471,-23.071,169.983
-0.801,1.232,-1.168,38.635,-24.231,137.878
-0.948,1.272,-1.283,43.640,-23.560,93.689
-1.000,1.275,-1.400,52.856,-28.137,65.430
-0.985,1.212,-1.466,62.866,-39.551,42.480
-1.009,1.104,-1.496,67.261,-57.739,23.865
-1.018,1.095,-1.580,70.374,-75.439,14.160
-0.980,1.149,-1.664,74.158,-96.252,8.606
-0.939,1.168,-1.582,70.618,-130.859,0.549
-0.855,1.079,-1.095,53.406,-178.955,-7.629
-0.721,1.143,-0.456,36.011,-220.825,-7.812
-0.673,1.266,-0.073,30.273,-207.703,-7.996
-0.651,1.314,-0.177,39.307,-167.603,-16.541
-0.620,1.318,-0.601,50.537,-129.822,-28.687
-0.552,1.243,-0.911,55.298,-120.850,-42.847
-0.456,1.115,-0.800,45.471,-143.738,-56.885
-0.373,1.029,-0.442,29.358,-172.058,-65.918
-0.290,0.874,-0.087,19.104,-181.274,-72.876
-0.091,0.620,0.216,13.367,-171.082,-75.989
0.064,0.339,0.339,11.719,-144.043,-72.083
0.072,0.284,0.242,11.780,-106.506,-56.030
0.080,0.589,-0.033,16.418,-70.740,-29.053
0.142,0.694,-0.222,18.188,-51.514,-22.156
0.185,0.504,-0.240,13.855,-49.866,-34.424
0.212,0.344,-0.120,7.812,-52.124,-38.574
0.223,0.365,-0.020,5.737,-47.363,-30.884
0.236,0.417,-0.032,6.775,-33.020,-23.682
0.237,0.427,-0.080,6.653,-18.921,-21.484
0.236,0.431,-0.119,5.371,-7.935,-19.836
0.225,0.387,-0.191,4.395,2.136,-19.714
0.195,0.364,-0.283,3.479,12.085,-18.677
0.172,0.362,-0.378,4.089,20.142,-15.564
0.159,0.339,-0.467,4.578,26.062,-13.733
0.133,0.341,-0.542,4.700,29.663,-10.803
0.099,0.378,-0.620,5.066,32.410,-6.958
0.076,0.432,-0.711,7.019,34.485,-3.845
0.061,0.457,-0.773,7.629,33.325,-2.625
0.023,0.448,-0.776,6.287,28.931,-2.380
-0.028,0.495,-0.804,6.897,27.039,-0.732
-0.039,0.580,-0.893,11.719,28.992,1.831
-0.038,0.615,-0.960,13.733,27.832,0.916
-0.051,0.606,-0.963,11.902,21.179,-1.221
-0.067,0.606,-0.941,10.925,14.954,-1.648
-0.089,0.655,-0.938,11.963,11.780,-0.427
-0.095,0.703,-0.950,12.329,9.766,1.160
-0.092,0.727,-0.902,9.277,5.432,1.831
-0.106,0.774,-0.785,3.662,0.305,3.723
-0.126,0.830,-0.727,0.854,1.465,4.517
-0.133,0.852,-0.797,2.747,8.911,1.831
-0.127,0.804,-0.889,4.028,13.550,-1.770
-0.125,0.780,-0.896,1.221,10.193,-3.174
-0.123,0.808,-0.837,-2.502,4.333,-2.563
-0.115,0.767,-0.813,-4.761,2.808,-4.028
-0.100,0.708,-0.842,-5.188,4.578,-6.287
-0.091,0.720,-0.864,-5.188,5.005,-5.310
-0.074,0.700,-0.857,-5.920,3.601,-5.615
-0.057,0.591,-0.823,-7.141,2.319,-8.301
-0.045,0.600,-0.792,-7.812,2.625,-5.432
-0.041,0.719,-0.787,-6.470,4.822,-1.282
-0.031,0.721,-0.780,-5.127,6.104,-3.357
-0.039,0.616,-0.761,-5.920,6.653,-8.362
-0.046,0.613,-0.773,-5.859,8.057,-7.568
-0.052,0.659,-0.811,-4.456,9.644,-5.005
-0.066,0.636,-0.840,-5.066,9.033,-6.287
-0.078,0.659,-0.809,-5.615,5.676,-6.409
-0.086,0.727,-0.746,-5.127,2.747,-5.920
-0.083,0.711,-0.724,-2.991,4.272,-9.216
-0.080,0.629,-0.740,-2.808,7.507,-13.367
-0.083,0.584,-0.782,-3.235,9.399,-12.634
-0.086,0.605,-0.818,-3.906,9.521,-9.338
-0.084,0.642,-0.817,-4.150,7.263,-7.446
-0.076,0.631,-0.798,-5.310,4.822,-8.118
-0.072,0.602,-0.770,-6.775,3.174,-8.850
-0.066,0.636,-0.754,-7.080,2.991,-7.263
-0.068,0.629,-0.757,-6.836,4.272,-7.263
-0.069,0.593,-0.740,-7.690,5.371,-8.362
-0.034,0.608,-0.747,-5.127,7.080,-6.470
-0.050,0.650,-0.824,-3.845,10.620,-5.005
-0.045,0.642,-0.864,-3.235,9.705,-7.629
-0.040,0.598,-0.841,-3.723,5.127,-10.681
-0.034,0.567,-0.793,-3.784,1.587,-11.169
-0.024,0.565,-0.773,-2.991,1.465,-10.132
-0.025,0.574,-0.780,-3.540,2.563,-7.996
-0.028,0.580,-0.761,-5.920,2.258,-6.042
-0.038,0.604,-0.741,-7.324,2.502,-4.639
-0.053,0.635,-0.771,-5.981,5.737,-4.150
